song_id,genre_clean,language,cluster_direct,cluster_pca,cluster_ae,cluster_cvae
SODANYE12AB0182941,other,en,2,9,2,7
SOMBTZH12A8C13BB75,hip hop,en,5,6,6,2
SOWKEFC12A6D4FB2BE,other,en,0,1,2,8
SOTOZVC12AB01870D1,other,en,5,3,2,8
SODCSUB12AC90716E6,other,en,0,5,9,1
SOCHSZG12A6D4F7CD7,other,en,8,6,8,6
SODTFNP12A8C1383EE,other,en,0,0,6,1
SOFQVYJ12AB017FBBF,other,en,8,6,3,6
SOOXNKG12A58A7C6BC,ccm,en,4,5,0,5
SOQATPT12AB0189A22,other,en,6,5,7,7
SOTOMJM12A8C134AA2,blues-rock,en,8,7,9,6
SOJIVAI12AC468E08E,other,en,5,4,6,0
SOXMMST12AB017F420,hip hop,en,1,4,6,9
SOPQXKA12AB01861CA,latin jazz,en,2,9,2,1
SOZMQND12A58A7DBE1,country rock,en,6,1,4,8
SOBYHQA12AB0185B69,other,en,8,8,8,6
SODFGNK12AB0184C02,hip hop,en,5,4,6,2
SOCJJDX12A8C13E745,roots reggae,en,5,4,6,8
SOOIAPL12AB018C4FE,other,en,0,0,8,7
SOSZDPD12A6D4F6ECA,chanson,en,0,0,0,1
SOPDZXV12A58A77173,ccm,en,6,5,0,6
SOSXSPA12A58A7C152,other,en,5,7,9,1
SOXDCWZ12AB0184FF6,other,en,1,2,3,6
SOJIGFG12A6D4F7781,other,en,5,0,4,1
SOLRAOY12A6D4F7452,other,en,8,6,4,8
SONQCXQ12AB017BBAE,other,en,8,7,9,4
SOKZYNC12AB01869B2,latin jazz,en,0,0,2,7
SOPXSEX12A8C13E4CE,other,en,1,8,8,4
SOBKZAH12AB01849A1,chanson,en,0,0,2,3
SOPUSHG12AB0185454,other,en,3,1,4,7
SOFGKES12AB018930D,chanson,en,4,5,4,8
SOBZIBE12A58A7FF40,other,en,8,8,1,8
SOAWIMZ12A6D4F7755,other,en,0,0,0,7
SOHMJRA12AB0186A48,other,en,8,6,5,0
SOAVSMQ12A8C1326AC,other,en,8,7,8,4
SOMWBPP12A6D4F7B23,other,en,8,7,1,6
SOAZUSH12A58A7A561,hip hop,en,8,4,6,3
SOHLXPY12A8C1319B6,other,en,6,7,4,7
SOWWUUZ12A6D4FA8CA,other,en,0,0,2,3
SOBNBUT12A8C1444F3,blues-rock,en,4,7,9,5
SOWHJWV12A6D4F843E,other,en,2,9,2,7
SOPHQUV12A8C130BF8,other,en,6,7,4,6
SOYVZLL12AAF3B2276,chanson,en,6,0,7,9
SOTBMWN12A6D4F58CD,other,en,5,7,8,7
SOXOLXL12AB0180979,other,en,0,5,0,6
SOQSAXZ12AB0186CE8,heavy metal,en,1,8,9,6
SOSBLDO12A8C13792D,other,en,9,6,0,8
SOAOYFX12AB018686C,other,en,4,5,2,2
SOROOHN12A8C13AE44,other,en,1,8,1,8
SOSNWQV12A8C13B736,other,en,3,1,2,7
SOOFAMF12A6D4F5D2F,other,en,0,0,8,0
SORIZXJ12A6D4FB83C,other,en,6,5,7,8
SOAERZM12A8C13CA55,other,en,0,1,5,4
SOLANWU12A8C141D4D,other,en,9,6,2,0
SOAWCYO12A8151DF97,other,en,8,7,8,1
SOGFVYV12A58A7E25C,other,en,6,0,4,8
SOEYPBL12A8C1357C7,roots reggae,en,5,4,6,6
SOBFWMT12AAA8C5AC5,other,en,1,6,3,8
SOISUCV12A8C133542,other,en,3,1,5,4
SOLVDDZ12A8C13570B,other,en,6,0,4,3
SOABYBF12A8C138A09,other,en,2,9,2,1
SOJOICW12A8C13B533,other,en,6,0,4,3
SOVNIAU12A6D4F7C63,other,en,8,6,8,1
SOYHMPJ12AAF3B387B,other,en,1,8,8,8
SOLAFCK12AB0187E57,other,en,6,7,9,1
SOUYBZV12AC468E677,other,en,8,6,0,7
SOXAWVI12AAF3B5338,other,en,3,1,5,7
SOWRHSP12A58A77A73,country rock,en,6,7,4,8
SOYJKGB12AB01877C7,other,en,2,9,2,1
SOGAISJ12AB0180168,other,en,3,1,5,4
SOEYHBE12AB01848F6,other,en,1,8,8,1
SOSXRQG12A8C1325D6,blues-rock,en,4,7,9,0
SOXBEKP12A6D4F979E,gangster rap,en,1,8,6,5
SOSSXDE12A58A7DD66,other,en,3,1,5,7
SOGJPMB12A8C13A9DB,other,en,8,6,3,7
SOGHASM12A8C140D10,other,en,2,9,5,5
SOMPMVQ12A58A78C8E,hip hop,en,5,4,7,2
SOINVOE12AB0183171,other,en,0,0,4,8
SOZNLII12AB017EA4B,other,en,4,7,9,7
SOWTHTG12AB0180B28,other,en,7,7,9,1
SOSGFCZ12AB0188410,country rock,en,6,7,5,3
SOTJTQO12AB0183126,post-grunge,en,7,7,9,6
SORCTMT12A58291950,hip hop,en,7,3,3,3
SOMJOYB12AB0185BC5,other,en,5,6,4,1
SOKLOWV12A6D4F74BC,other,en,9,6,6,8
SOJTIAL12AB018BCC1,hip hop,en,9,4,6,2
SORPENK12A8C142C88,other,en,6,7,5,1
SOPEBJN12AB0188E0A,other,en,9,6,7,6
SOGWIIH12A8C137323,other,en,0,0,2,1
SOFKSJC12A8C13483C,other,en,5,9,0,1
SOPFOCW12A8C134550,progressive house,en,7,3,3,9
SOQELHR12AC4689565,other,en,8,6,3,7
SORSTYX12A6D4FB4FB,other,en,2,9,0,0
SORLELP12AB017F1F9,other,en,3,1,2,4
SOMYZTG12A67020D51,other,en,8,8,8,7
SOXEXQD12A58A7E72F,other,en,1,8,2,7
SORPZVB12A6D4F9D44,latin jazz,en,4,0,2,7
SOIDDGN12AB018371D,other,en,2,9,2,3
SOYCABE12A8C142BD5,ccm,en,0,0,0,5
SODQNJB12A6D4F66A0,other,en,4,5,2,7
SONAMOI12AB0182AA1,heavy metal,en,8,7,9,5
SOGKXIV12AAF3B5E4D,other,en,6,0,5,0
SOMMGDG12AB018376F,other,en,9,4,6,4
SOVYUVO12A8C13CF24,other,en,3,1,4,8
SOZTNJU12AB018A581,other,en,0,0,2,7
SORJGVR12A58A7C3C8,other,en,9,4,6,0
SOUATHD12A8C133C77,latin jazz,en,4,5,2,7
SOBTWLJ12A58A7DDD2,hip hop,en,9,4,8,6
SOORYUV12AB0183C3E,dancehall,en,9,4,6,0
SOESGZE12AB018994E,other,en,5,6,8,0
SOSRAUR12A8C13F697,other,en,5,7,5,8
SOMSVWH12A67AE1252,blues-rock,en,1,7,9,6
SOBGMQS12A8C1371A8,other,en,1,8,8,6
SOXWHXX12AB018E307,chanson,en,3,1,7,1
SOGQDUA12A67021132,other,en,1,7,9,6
SOLCYFR12A6701D233,heavy metal,en,1,8,9,0
SOLUHDN12A8C13714D,other,en,2,9,2,1
SOGNTZY12AC4689F04,other,en,2,9,2,0
SOQNFQI12AB018882C,other,en,3,1,4,0
SOXFSTR12A8AE463B0,other,en,1,7,9,6
SOPEEDH12A58A7C407,other,en,7,3,3,7
SONGBWJ12A58A7AB4D,other,en,8,8,8,8
SOJDURH12AB018847F,other,en,9,4,7,8
SOFTUGY12A6D4F2B95,other,en,8,7,3,8
SOAQHFF12A8C139DD9,other,en,8,7,9,5
SODOOMF12AB018D375,ccm,en,0,5,0,6
SOKGHWU12A6D4FB9F8,other,en,4,5,9,7
SOZYQQT12A8C13B4EA,other,en,9,2,7,0
SOJAKEW12AB017D93A,country rock,en,0,1,5,0
SOHLFGQ12AB0186CAD,other,en,9,7,9,8
SODNUZL12AB017B1E8,dancehall,en,5,4,6,8
SOHTQAS12A6701C7BA,blues-rock,en,8,7,9,6
SOJZXAM12AB0180ED6,other,en,8,7,5,9
SOIDULJ12AB017BDBA,other,en,0,0,3,3
SOTCXIY12AB0183D7A,chanson,en,3,1,7,1
SOWWTHH12A81C237FE,country rock,en,6,7,4,8
SOKJNAP12A81C22CAA,other,en,0,0,4,0
SODFTEM12AF72A8D40,heavy metal,en,5,7,9,9
SODLBPC12A8C13E618,hip hop,en,5,4,6,5
SOOIAPQ12AB018E44A,other,en,7,3,7,7
SOCLEZT12A8C13CE4A,other,en,7,3,3,3
SOANMBZ12AAF3B5204,other,en,0,1,5,0
SOWUARL12AC468AC3C,other,en,5,3,6,0
SOQYKUT12A8C143BC7,other,en,1,8,8,6
SOAYQTC12AB0182A48,other,en,2,9,2,3
SOJQLDK12AC468E6C5,country rock,en,3,1,5,4
SOCQFBK12A6D4F86DB,ccm,en,6,0,0,0
SOMLGKF12AB017DF3C,other,en,8,7,8,1
SOVCXUP12AB017E0E6,hip hop,en,5,4,3,2
SOVRPJN12A8C1399AE,other,en,8,8,8,4
SONUSLF12A6D4F7769,chanson,en,6,7,9,4
SOFIBPT12A6D4F65E1,power pop,en,6,7,9,8
SOAMLOF12A6D4F8AE4,power pop,en,8,8,8,6
SOKDCSL12A8C13B736,other,en,7,3,3,8
SOAIOOJ12A8C1385D2,power pop,en,6,7,9,5
SONZCGY12A8C1403C1,other,en,9,2,7,8
SOETKNB12A6D4FCC6A,blues-rock,en,5,7,5,1
SOKZRVN12A8C13F948,other,en,8,6,8,0
SOGNPYN12A6D4F9078,dancehall,en,7,3,3,7
SOBOUAF12A8C13CE4A,other,en,8,6,2,4
SOTWXMH12AB0180E01,other,en,6,7,5,8
SORYYCT12A8C13FFAE,other,en,1,8,8,6
SOANMAB12AF72A2AAD,gangster rap,en,9,4,6,5
SOUNBSH12AB01888C0,hip hop,en,5,4,6,5
SOYMECD12AB0186797,other,en,1,8,6,6
SOBMUGA12A8C13A751,other,en,9,2,7,3
SOLLARE12A8C136DF8,other,en,8,6,8,7
SOEIGCK12A8C13B5D7,other,en,5,6,7,7
SODSHVF12A8AE481D2,other,en,5,4,6,0
SOWKBWM12AB01857A4,other,en,5,4,6,8
SOWNDMV12AC9072EE7,other,en,4,6,2,7
SOGMQYW12AB018C302,blues-rock,en,3,1,5,8
SOAKPEL12A6D4FC126,chanson,en,3,1,4,2
SOUPORI12AB0189C84,progressive house,en,7,3,3,9
SOYWESB12A8C1412F3,other,en,6,5,5,7
SOMABKL12A8C138314,other,en,9,2,7,6
SOCQBOB12A67AE23D8,latin jazz,en,6,5,2,7
SOYNMFH12A6D4F50E2,other,en,8,7,9,8
SORJXMA12A8C13924B,other,en,2,9,2,7
SOQHNCH12A8C13DDFC,hip hop,en,5,4,6,0
SOSJWRY12A8C1416DB,other,en,2,9,2,3
SOLCNJN12A6D4F7740,other,en,8,8,8,6
SOJDQMV12AB0182752,other,en,3,1,0,0
SOHVIKX12A58A7D0ED,other,en,9,4,6,5
SOJIURA12AB018989C,blues-rock,en,0,7,9,8
SOGOAGM12AB017E99E,hip hop,en,5,4,6,5
SOGRGML12A8C136D75,other,en,3,1,5,6
SOKFUPW12A6D4FB2BB,other,en,0,0,2,8
SOXGKJJ12AB0183C53,other,en,8,7,9,7
SOAUCRB12AB0181238,other,en,6,5,2,8
SOODJPE12AB01815F8,hip hop,en,9,4,6,6
SOIGZOE12AB017F37D,other,en,8,6,8,7
SOLTJIM12A3F1EAEE1,other,en,5,1,6,8
SOUGKFV12AB0184F4B,other,en,6,6,6,7
SOTUDJY12AC9070E78,other,en,2,9,2,3
SOHZTTU12AB0188323,other,en,0,1,2,0
SOOGPJF12A8C13F9EF,other,en,8,3,8,7
SOKECHN12AB0185200,other,en,8,6,4,0
SODHQLP12A6D4FA6FA,other,en,6,5,2,7
SOTFEMQ12A8C13713C,other,en,0,0,2,1
SOTQJBV12AB018A0A9,other,en,6,7,1,6
SOJFLGV12A8C141AB3,other,en,6,0,2,1
SOZMHAO12A8C141C2A,other,en,4,5,1,3
SOKAVYA12AB0188454,other,en,1,8,8,8
SOOYYGD12A8C131830,other,en,0,0,2,7
SOLPZUJ12A81C21413,other,en,5,6,2,4
SOLVMKY12A8C13A5AE,other,en,8,6,1,0
SOPHUZW12A58A7BD02,other,en,5,6,3,8
SORLYBE12AF72AD168,other,en,0,7,9,7
SOKCXFJ12A8C1350EC,other,en,3,1,5,6
SODSIZV12AB018A3AB,other,en,7,3,6,1
SOZVWSE12A6D4F7ADA,other,en,9,6,3,0
SODKZHX12AB0180CC7,hip hop,en,9,4,6,9
SOAYSDV12AB0186EE0,hip hop,en,9,4,6,2
SOZAJPJ12AAF3B3872,other,en,8,6,4,5
SOKROPT12A8C141885,other,en,2,0,2,3
SOYGZPA12AB0188EF2,dancehall,en,8,4,6,5
SOKIDZN12A67020D2D,other,en,5,7,8,0
SOHZDWZ12A8C136FBD,other,en,4,5,8,1
SOHTTCC12A8C134381,other,en,0,6,6,2
SOYCYPP12AB0185E21,other,en,0,0,0,5
SOTGRAB12A6D4FA555,other,en,8,6,6,3
SOFDVPO12A6D4F703C,other,en,4,5,5,3
SOQLWTW12A8C13EA1F,pop rock,en,8,4,2,6
SOHKTJX12AB0185A8D,roots reggae,en,5,4,6,9
SOZXJQK12AB018547A,heavy metal,en,8,8,9,9
SOYPEPK12A8C141727,other,en,3,1,4,6
SOFAKTP12A8C13D296,other,en,5,4,6,3
SOEKOOF12A8C145EBD,latin jazz,en,4,5,2,8
SOGKJVN12A6D4F7C75,other,en,7,6,7,8
SOQZBVF12A8C13813A,hip hop,en,9,4,6,2
SOUXUTH12A58A79E1F,heavy metal,en,9,8,1,4
SOFUPPL12A8C143A06,other,en,8,7,5,5
SOQUEMR12A6D4FAD07,other,en,5,4,6,0
SOZSRHD12AB0189A2C,other,en,6,1,5,0
SOTETFB12A8C13BDE9,other,en,9,4,6,3
SOMBHKR12A58A7CAD3,other,en,0,1,7,6
SOEDKVK12AC468B6B5,other,en,8,6,8,1
SOCBINM12AC468678F,hip hop,en,9,2,6,0
SORYGBM12AB0186F25,other,en,4,6,2,7
SOWMQNJ12A8AE471EE,other,en,0,6,4,8
SOMRFYQ12A8C1325B2,country rock,en,6,0,5,3
SOMVCFU12A8C141903,other,en,2,9,2,3
SOXXEJT12A58A7D55E,other,en,5,8,8,0
SOKQHTW12A6D4F95B3,latin jazz,en,4,5,2,5
SOWTTOG12A8C13ED7C,other,en,8,6,2,3
SOTKNLA12AB01826E7,dance pop,en,3,0,0,1
SOIPQBF12AB018C890,other,en,7,3,3,4
SOMRXYJ12AB0185687,other,en,1,8,3,6
SOUALWG12AB0188588,post-grunge,en,6,7,8,5
SOXMWPM12AB0185A0A,other,en,4,6,1,1
SOGCGAW12A8C13BF27,blues-rock,en,1,8,4,1
SONPHXB12A6D4FA61B,other,en,3,2,0,7
SOBATVY12A8C134A4C,other,en,9,6,5,6
SOQFMFP12AB0188BFD,other,en,3,1,8,0
SOBKWON12A58291C7D,other,en,5,4,6,2
SOREBOF12A8C13E102,hip hop,en,5,4,8,3
SOVJWQQ12AC468CF19,other,en,9,2,6,2
SONRULN12A8C1404A0,other,en,5,4,6,6
SONLMRH12AAF3B282D,other,en,8,0,4,3
SODLTPJ12A67ADB230,other,en,4,9,0,3
SOWDITP12A58A777CF,other,en,5,4,8,3
SOINAZQ12A8C142AF5,other,en,9,6,2,8
SODOYEJ12A8C136B43,other,en,0,0,8,3
SOTDTZN12AB018B3F6,other,en,7,3,3,1
SOVHCNH12AB0180DD6,power pop,en,1,8,8,8
SOYXJBB12AB017D968,other,en,8,6,3,8
SOYGYUY12AB0184DDC,other,en,5,0,2,0
SOMPGSD12A58A7F840,other,en,1,8,1,5
SOVAHWF12A81C23457,other,en,8,6,2,1
SOGPESA12AB0180D65,other,en,5,4,6,1
SOOVSAM12A81C218AF,roots reggae,en,6,4,6,9
SOEWUBS12A6D4F8DB0,other,en,9,3,7,8
SOCWGLQ12A8C13D14A,other,en,1,8,8,8
SOCKRCU12A8C143B0C,other,en,5,3,3,8
SOSKAWG12A8C1359AD,dancehall,en,5,4,6,8
SOYEKDD12A6702113B,gangster rap,en,1,8,6,5
SOJWEFZ12A8C13B69D,other,en,4,0,3,3
SOIYXSW12A8AE4885B,ccm,en,4,5,0,1
SOAESFB12A8C13573F,other,en,2,9,2,3
SORSTPO12AB017FE28,other,en,5,6,6,8
SOIFKVI12A8C131696,other,en,5,6,0,4
SOPJHMG12A6D4FA978,country rock,en,6,7,5,3
SOENUOD12AB0188E35,other,en,1,8,8,6
SOQTOMY12AB0184AAE,other,en,4,5,2,8
SOITFJA12AB01824A9,hip hop,en,3,1,3,0
SONBAWZ12A8C135A8B,other,en,2,9,2,1
SOJELTQ12A8C1301E2,other,en,7,7,1,8
SOVMCUJ12A6D4F778E,other,en,5,7,4,1
SOEPVDO12A8AE48BF4,other,en,7,6,4,3
SOJJVKE12A8C139252,ccm,en,9,8,0,7
SOCFAPK12AB018A10D,other,en,3,1,6,8
SOOETML12A6D4F7704,other,en,8,7,9,6
SOAPTVO12A8C133113,other,en,7,3,3,1
SOHHASC12A8C139D11,other,en,5,6,0,7
SOMILKP12A8C1443E9,other,en,3,1,2,3
SOASPIG12A6D4F7422,other,en,8,6,3,6
SOEBJPB12AB0188164,other,en,3,1,4,7
SOGWDQX12AB0185701,other,en,4,5,2,1
SONWOUM12AB018555E,other,en,2,9,2,3
SOCDDCO12A6D4FBCF4,other,en,1,8,1,8
SOBACBP12AB0188B9F,other,en,1,8,8,4
SOLQBAW12AB0184198,other,en,8,6,2,7
SOYQIME12AB017F31F,other,en,8,6,6,6
SOZVNIV12A8C133A48,other,en,6,7,0,6
SOMNRTW12AB0185CDE,country rock,en,8,1,4,7
SOJPDXW12A8C135D6A,hip hop,en,5,4,6,0
SOLTMLK12AB018A1CB,other,en,6,0,0,0
SOJEQCC12A6D4F7B01,other,en,1,8,1,1
SOCFXKC12A8C13E150,post-grunge,en,4,7,9,8
SOQBOUQ12A8C1372F4,other,en,8,8,1,6
SOFTRVP12AAF3B23A3,other,en,9,1,6,8
SOBJZRJ12A8C13EB0C,ccm,en,4,5,0,4
SOJHOTE12AB018B253,other,en,9,4,6,5
SOHMAOS12A8C134A75,other,en,6,5,2,7
SOWPPKS12AB018E2F5,other,en,5,4,6,7
SOKUTVW12A6310D81B,hip hop,en,9,4,6,8
SOZRYQY12AB0188BE0,other,en,8,6,2,7
SOACUIU12A6D4F715B,other,en,7,3,8,6
SODKDRR12AB0186636,other,en,0,1,2,0
SOLJYHM12AB0186497,latin jazz,en,2,9,2,1
SOPBSOW12AB01851A8,dancehall,en,9,4,6,8
SOCQBIM12A8C14419E,other,en,8,1,2,8
SOMGPML12A8C13AE8C,other,en,8,7,8,1
SOUCHOR12A58A81155,other,en,4,0,4,4
SOBFTYI12AB01849FC,other,en,5,4,3,0
SOIBGHG12A6D4F7514,other,en,4,5,0,3
SOQHIVE12A8C143339,other,en,3,1,5,0
SOBFLPE12A6D4F8687,other,en,0,0,0,1
SOEYLSW12A8C131366,other,en,5,4,6,6
SOLTWNN12A8C13FE24,other,en,7,6,3,8
SOYDJRJ12AC4685EDB,other,en,4,5,2,1
SOHDSGQ12A8C141B05,other,en,4,1,5,6
SOHMJUP12AC4687BA0,other,en,5,6,9,0
SOCVXPM12AB0184AC4,other,en,7,3,8,8
SORABBL12A58A7C15E,other,en,1,8,9,5
SOKJDLN12AB01826D9,other,en,4,5,4,3
SOLYPRP12AB017D90F,other,en,7,3,3,7
SOEMTZO12A8151DD78,other,en,2,9,2,7
SOKBEGN12A8C142678,post-grunge,en,7,8,9,9
SOOMYIJ12A8C133601,other,en,0,0,2,8
SOHGXBL12AB0183D01,dancehall,en,9,4,6,4
SOMQNVZ12AC468A9AD,other,en,8,7,5,3
SONCWFW12A8AE4702B,pop rock,en,1,8,8,8
SOUOIBI12AC3DFB10A,other,en,7,3,6,8
SOAFNMG12A8C136D00,other,en,0,0,8,0
SOPMIMB12A8C13C87E,other,en,7,3,3,8
SOMNBNO12A8C1430D2,other,en,5,8,1,6
SODPYOG12A8C136332,other,en,1,4,6,2
SOZLDWX12AB0181A32,other,en,1,8,1,8
SOASRSU12AC960D99A,other,en,3,1,5,8
SOUTDGY12A8C13F17A,blues-rock,en,5,7,5,0
SOIYUEY12AB0184151,other,en,7,3,3,6
SOSPGMD12AB0180C42,other,en,1,6,0,7
SODHAHY12A58A8024A,other,en,3,1,4,7
SOLKVTJ12A6D4FC610,other,en,9,7,5,8
SOJBWKS12A8C135255,other,en,3,1,2,7
SOZRJUQ12A81C1F779,other,en,5,6,3,1
SOCHEWB12AC4685ED1,other,en,4,5,2,1
SOMASOQ12AB018ACC8,other,en,5,4,2,1
SOHHZTL12A8C1363B4,other,en,3,1,4,8
SOUBKZQ12AB0188926,other,en,8,3,2,4
SOCJPYJ12AB0188BCC,other,en,6,7,8,0
SOHHLEA12AB017BD6E,other,en,0,3,3,5
SOBKJPO12AC3DFA006,other,en,2,9,2,7
SOHWHDA12AC3DF5493,other,en,4,1,4,3
SOCVJVC12A67FFB40C,blues-rock,en,8,7,9,7
SOIHEVW12A8C13D051,roots reggae,en,8,6,6,6
SOQTEHM12A8C1388E6,roots reggae,en,5,4,6,8
SOIDUUW12A8C13DF25,other,en,9,1,2,0
SOWFODK12A6D4FD35E,other,en,2,9,6,7
SOKYOBT12A6D4FBBB0,other,en,1,8,1,8
SOXMJIX12A8C13C3FE,blues-rock,en,4,5,4,2
SOZAPQT12A8C142821,other,en,8,7,9,8
SOQMSPF12AB018C5DF,other,en,1,4,7,4
SOALKSA12A8C140F94,other,en,6,7,9,7
SOUZLIE12AB0186874,blues-rock,en,4,7,8,8
SOABFQI12A58A7D162,other,en,7,7,8,8
SOZLEZA12A58A7EE61,ccm,en,8,6,0,9
SOBLAUT12AB01830D0,other,en,7,3,3,0
SOTDFAQ12A6D4FB3E1,other,en,0,0,4,1
SOTHMMZ12A58A7EA1D,other,en,1,8,8,8
SOOCAJK12AB01866EE,other,en,0,0,7,8
SOOGZTT12AB018A256,other,en,3,1,2,3
SOAMOSF12A8C13DCBC,other,en,4,5,4,7
SOAWJZF12A6D4F7DE1,other,en,3,9,2,1
SOBUVHE12A8C1408D0,other,en,0,0,3,8
SOYFAOH12AB017D723,other,en,3,0,2,0
SOYWKEZ12AB0185F3B,other,en,8,6,2,6
SODEFJQ12AB0185C52,other,en,8,6,3,7
SOLXXRJ12A6D4F7260,other,en,1,4,6,3
SOJSKKY12A8C134B10,other,en,9,4,3,8
SOMNYPH12AB017F456,other,en,7,3,3,1
SOWIBYR12AB017EB19,other,en,2,9,2,1
SOFODDW12AB0182616,country rock,en,6,1,4,7
SOASQPW12AB01888D6,gangster rap,en,9,4,6,5
SOSRWME12A6D4FB7DE,blues-rock,en,4,5,5,1
SOHYCFT12AB0189B7F,other,en,2,9,2,7
SOSGVRE12AB01832AC,other,en,6,5,7,3
SOOIUAA12AB01870D5,other,en,9,2,6,2
SOWHHLO12CF5F8917D,dance pop,en,5,6,0,7
SOEWDGW12A58920580,blues-rock,en,0,0,9,4
SOICCPU12A8C138AC4,hip hop,en,5,4,6,6
SOXUVWM12AB018BE30,other,en,8,7,9,6
SOMTMGI12A8C138611,other,en,1,8,8,6
SOTXBEP12A8C1377BA,other,en,7,3,3,8
SOKUCRV12AB017F645,other,en,6,4,7,0
SODSXCY12AAA8C598D,other,en,1,8,7,8
SOKMGFN12AB0180B99,post-grunge,en,8,7,1,6
SOHLAGO12AB0188518,ccm,en,9,2,0,0
SOFOHYX12A6D4F814D,other,en,0,0,0,3
SOCKVDU12A58A7CB2B,roots reggae,en,5,4,6,6
SOKVOPA12A8C1407BC,other,en,9,2,7,8
SOXNVHD12A8C13CD75,country rock,en,4,5,5,7
SOULDME12AB01887C6,progressive house,en,5,3,3,4
SOVCDEV12A6D4FCD04,other,en,0,0,0,3
SOCQLKZ12AB0183796,other,en,7,6,8,2
SOCRJDR12A8C139007,other,en,3,1,7,4
SOFSQER12AB0187CE5,other,en,5,0,4,1
SOODOVP12A6701E939,hip hop,en,1,4,6,7
SOXWQWO12A8C13BF20,post-grunge,en,6,7,9,5
SOXQPRR12AB018091F,other,en,0,0,2,3
SOOIXVH12AC3DF9B00,other,en,0,0,0,0
SOQLCJK12AB018DB42,dance pop,en,7,3,0,6
SORVFBF12A8AE488AE,pop rock,en,5,6,0,8
SOHMODT12A8C13735C,blues-rock,en,6,7,5,6
SOLLVWH12A6D4FAA5A,other,en,8,6,6,0
SOYQDMK12A58A799E3,other,en,8,7,9,5
SOOJJYM12A8C144778,other,en,4,5,0,3
SOUBTXD12A8C141B4E,other,en,3,1,2,3
SOCYRFO12AB018367B,other,en,4,5,7,1
SOVYUWD12A5891E85F,other,en,7,3,3,7
SOWIMLB12AC468D1F3,other,en,8,8,8,4
SOZMHGF12AB017E01C,other,en,2,9,7,7
SOWPTXM12AF729D122,other,en,6,7,9,0
SOQZOZZ12A6D4F8134,other,en,5,8,8,3
SOCBEID12A58A79E49,other,en,4,1,2,0
SOGTMTG12A8C130480,roots reggae,en,9,4,6,6
SOCVTWK12AB0187F54,other,en,8,3,3,0
SOVKRNJ12CF5F876BB,other,en,0,0,2,6
SOJKKDN12A8AE47D54,other,en,5,0,2,3
SOEGRMM12AB01856CB,other,en,3,1,2,7
SOLXSAG12AB01874BD,other,en,0,0,0,7
SOBLADF12AB01860F5,other,en,0,0,7,1
SOKLAAC12AB01890F7,other,en,8,6,9,7
SOPNXEF12AB018C59D,other,en,7,3,7,6
SOEMMUW12A58A77F60,other,en,4,5,7,5
SOGMCVY12A8C13584C,other,en,8,8,8,7
SONTEEZ12A8C13EC73,other,en,8,6,2,6
SOWRPTG12AAF3B1C29,other,en,5,6,3,3
SOPBMDJ12A67AD8666,gangster rap,en,9,4,6,8
SOFNUGC12A6BD530ED,other,en,4,5,7,3
SOAQGHA12AB0186D60,other,en,4,5,3,8
SODCRRC12A8C139A9F,other,en,1,8,9,6
SOEZMVS12AB018D338,latin jazz,en,0,6,2,0
SOKPWFH12A6702056E,other,en,0,0,4,1
SORAHIC12AB0185506,other,en,8,3,7,6
SORTYWG12A8C1444E7,other,en,4,5,4,7
SOEBDOL12AB0189C81,chanson,en,9,2,4,0
SOTLZBK12A6D4F7E63,hip hop,en,5,4,6,2
SOXNPFT12AB01859DA,other,en,9,4,3,0
SOLWZMY12AB0182AAD,country rock,en,4,7,9,0
SOORKFA12AB01838BF,power pop,en,5,4,8,5
SOEVMQS12A6D4F9A77,other,en,8,6,0,7
SOYFDYC12A6D4F921D,other,en,8,7,8,8
SOKTJKI12A8C143254,other,en,8,6,0,7
SONGUIH12A6D4F9274,other,en,3,1,0,1
SOGRYWN12AB018C335,other,en,6,0,7,6
SOECLAD12AAF3B120A,other,en,6,0,2,0
SOHNBQM12A8C13FC8E,hip hop,en,5,4,6,2
SOOXMZO12A58A7D62F,other,en,1,8,8,7
SOIOAIN12A58A7A9A5,pop rock,en,0,0,8,1
SOPNTAR12A6D4F7B7D,other,en,1,8,8,6
SOHUMGO12A58A7C8F5,other,en,4,5,2,0
SOVLVKM12AF72A05AC,other,en,1,8,1,6
SOQJLFV12AB01897C7,gangster rap,en,5,4,6,1
SOQQDOT12A8C13BB64,other,en,7,3,3,1
SOWKQWU12A6D4F8937,ccm,en,9,6,0,7
SOBRVUL12A6D4F9903,other,en,8,6,4,1
SORUTNO12A8C13D2F5,other,en,3,1,5,6
SOFOGUH12A8C1449BD,other,en,4,5,2,3
SOOXLKF12A6D4F594A,other,en,5,6,8,3
SOFAOVT12AC468AC11,other,en,4,5,7,8
SOSNTPX12A8C137371,other,en,8,6,4,3
SOBWEEH12A58A7D3EC,other,en,3,1,5,0
SOHOSEI12AB018998F,other,en,7,3,3,1
SOBFRQQ12AB018D108,other,en,8,7,1,6
SOZSHWZ12A8C1452B5,power pop,en,6,7,9,0
SOHCZTI12A8C139141,country rock,en,4,5,5,7
SOJRGVK12CF5CFC527,other,en,0,0,5,3
SOUROWU12A6D4F8EA6,latin jazz,en,8,5,2,9
SOAAAQN12AB01856D3,pop rock,en,4,5,0,0
SORHNZF12AB0182AD4,other,en,4,5,7,3
SOUIQBJ12AAFF43EE6,other,en,2,9,7,2
