song_id,artist_name,title,tempo,loudness,duration,cluster
,At The Gates,City Of Screaming Statues,0,0,286.04036,1
,The Refreshments,Three Little Words,0,0,222.69342,2
,Weedeater,Monkey Junction,0,0,269.00853,1
,Mel Blanc,I Love Me (I'm Wild About Myself) (2005 Digital Remaster),0,0,137.74322,0
,Greater Vision,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra),0,0,113.42322,0
,Styles P & The Evil Genius DJ Green Lantern,Shadows,0,0,235.04934,2
,John Williams,Everything I Do from Robin Hood,0,0,268.90404,1
,Aesop Rock,Train Buffer,0,0,243.56526,2
,Rakim,Skit,0,0,19.12118,0
,Paulo Flores,Poema do semba,0,0,337.08363,1
,Devo,Going Under,0,0,205.50485,2
,Leroy Hutson,Never Know What You Can Do (Give It A Try) - Original,0,0,228.49261,2
,Vince Guaraldi,Corcovado,0,0,201.42975,2
,Capleton,Bumbo Red,0,0,217.86077,2
,The London Theatre Orchestra,War Of The Worlds,0,0,123.95057,0
,Foals,Red Socks Pugie,0,0,315.27138,1
,Faith Hill,I Want You (Album Version),0,0,246.09914,2
,John Brown,Sarah Palin {I Wanna Lay Pipe} [Remix],0,0,196.57098,2
,Yahir,No Te Apartes De Mi,0,0,245.34159,2
,Memphis Jug Band,Going Back To Memphis,0,0,146.15465,0
,Michael Jackson,Ain't No Sunshine,0,0,251.66322,2
,Gregory Isaacs,Down the Line,0,0,219.402,2
,Sam Fan Thomas,African Typic Collection,0,0,397.58322,1
,Bonita & Jerry Cormier,La maison ou j'ai grandi,0,0,208.79628,2
,Sunnyland Slim,Tired Of You Clowning,0,0,192.02567,2
,Sara Melson,Anywhere Anytime,0,0,164.12689,0
,Happy Mondays,Hallelujah [Club Mix - Remastered version],0,0,389.0673,1
,Incubus,A Crow Left Of The Murder,0,0,227.73506,2
,Laurie Berkner,Ice Cream Cone,0,0,169.37751,0
,Naseebo Lal,Ek Pardesi Di ,0,0,518.81751,3
,Brian Keane,Dark Flashes,0,0,216.05832,2
,Dishwalla,Moisture,0,0,540.42077,3
,Cybertribe,Cry Of The Earth,0,0,387.97016,1
,Beenie Man,Stack and Pile,0,0,201.97832,2
,Little Junior Parker,Please Baby Blues,0,0,160.78322,0
,Adam Ant,Goody Two Shoes,0,0,202.97098,2
,Marco Polo,Shitzzo,0,0,403.85261,1
,Mariano Yanani,I Still Haven't Found What I'm Looking For,0,0,180.00934,2
,Robin Fox,Wonderland,0,0,515.65669,3
,Seventh Star,I Versus I,0,0,184.842,2
,Busdriver,Ellen Disingenuous,0,0,246.22975,2
,Negura Bunget,Plecaciunea mortii,0,0,620.19873,3
,Brenda Lee,Ballin' the Jack,0,0,113.97179,0
,Buddy Miles,Don't Keep Me Wondering,0,0,121.02485,0
,DJ Harry,'Round the Wheel,0,0,495.90812,3
,Gisselle,Me Decidi,0,0,268.87791,1
,Eddy Arnold,I´m Throwing Rice,0,0,159.58159,0
,Bobbie Gentry,Ace Insurance Man,0,0,214.96118,2
,Herbert  von Karajan,Oedipus Rex_ Atto Primo: Liberi_ Vos Liberabo (Oedipus) (Stravinsky),0,0,198.45179,2
,African Rhythm Messengers,baby Wayo,0,0,235.28444,2
,Bonita & Jerry Cormier,Sans ton amour,0,0,181.10649,2
,Ben Sidran,Everybody's boppin',0,0,366.0273,1
,Lole y Manuel,Tango de la Flor (Album Version),0,0,145.55383,0
,Alphonse Mouzon,The Ram And The Scorpio,0,0,355.21261,1
,Special Duties,I Am The Curse (Duties Demo),0,0,162.87302,0
,Los Amigos Invisibles,San Agustin,0,0,420.62322,3
,Aeoliah,We Are One Light,0,0,295.10485,1
,James Blackwood with The Light Crust Doughboys,This World Is Not My Home,0,0,138.16118,0
,Mando Diao,Popovic,0,0,306.18077,1
,Mikey Dread,Pound a Weed,0,0,201.9522,2
,Junior Reid,"Boom-Shack-A-Lack (12"" Mmix / Bonus Tra)",0,0,326.00771,1
,Louis Prima And Keely Smith,I've Got You Under My Skin,0,0,159.16363,0
,Clarence Profit,Tropical Nights,0,0,166.97424,0
,Dimmu Borgir,Puritania,0,0,186.56608,2
,Kane,My Heart's Desire,0,0,261.3024,2
,Kings Of Leon,Ragoo,0,0,181.13261,2
,Les Hou-Lops,Quand on est amoureux,0,0,181.86404,2
,Love Jones,I Like Young Girls,0,0,182.72608,2
,The Gone Jackals,Drop The Hammer,0,0,220.49914,2
,Richard Hell & The Voidoids,Another World (Album Version),0,0,494.10567,3
,Charlie Peacock,Tears Falling Down,0,0,180.13995,2
,:Blacks On :Blondes,Superconstellation,0,0,164.362,0
,Eastmountainsouth,Hard Times,0,0,225.61914,2
,Bomb Squad,Flipside,0,0,182.22975,2
,V'ro,Softcore,0,0,282.53995,1
,Mohammad Nouri,Nastaran,0,0,273.94567,1
,Jamie Richards,Any Way You Want Me To,0,0,244.29669,2
,Maria Callas/Giuseppe di Stefano/Ettore Bastianini/Silvana Zanolli/Luisa Mandelli/Giuseppe Zampieri/Arturo La Porta/Antonio Zerbini/Silvio Maionica/Coro e Orchestra del Teatro alla Scala_ Milano/Carlo Maria Giulini,La Traviata - highlights (1990 Digital Remaster): Ah_ non più (Alfredo/Violetta),0,0,112.14322,0
,Tayfun,Gözlerinde Hüzün,0,0,343.50975,1
,Elizete Cardoso,Chega De Sausade,0,0,206.47138,2
,Walter Jackson,Its Cool,0,0,269.00853,1
,Anthony Blea Y Su Charanga,Tumba Randy,0,0,459.28444,3
,Dilated Peoples Featuring Capleton,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),0,0,311.06567,1
,Java,Cendrier,0,0,190.69342,2
,Walter Ego,Purple Pygmies,0,0,535.45751,3
,R. Carlos Nakai,Voyagers - Improvisation 12,0,0,177.31873,2
,Patsy Cline,Stop The World And Let Me Off,0,0,146.88608,0
,CMW - Compton's Most Wanted,This Is A Gang,0,0,217.62567,2
,Joanna Connor,Playing In The Dirt,0,0,238.39302,2
,Saga,Thank You,0,0,243.61751,2
,Los Indios Tabajaras,Sueño Salvaje,0,0,171.28444,0
,Rodney O & Joe Cooley,Your Chance To Rock,0,0,211.27791,2
,Jennifer Lopez featuring Ja Rule,I'm Real,0,0,263.20934,2
,Darden Smith,Perfect Moment,0,0,270.62812,1
,Terror Squad / Remy / Prospect / Armageddon,Hum Drum,0,0,251.89832,2
,D.A.D.,Wild Talk [Live],0,0,260.362,2
,G.G. Allin,Assface,0,0,95.50322,0
,Christian Quast,You Are!,0,0,498.83383,3
,Dédé Saint Prix_ Pakatak,Nom' Mayi,0,0,257.27955,2
,The Bureau De Change,Seasick,0,0,220.89098,2
,Drowning Pool,Reborn (Explicit),0,0,248.78975,2
,Mark Lowry,A Word From Deacon Jones [A Local Cable Access Ministry] (LP Version),0,0,60.31628,0
,Selena,Tu Robaste Mi Corazon,0,0,232.80281,2
,Mikey Dread,Rainbow Jungle (Dub / Instrumental Reggae Music),0,0,159.99955,0
,Marquez the Greatest,Declaration of Independence,0,0,72.17587,0
,Mary Black,Sweet Love,0,0,310.20363,1
,Faithless,Salva Mea,0,0,221.98812,2
,RyanDan,Wind Beneath My Wings,0,0,255.76444,2
,Aiden,Black Market Hell,0,0,759.09179,3
,The Sun Harbor's Chorus-Documentary Recordings,The Air Force song : Evening colors sequence,0,0,37.01506,0
,Los Auténticos Decadentes,El Gran Señor,0,0,205.06077,2
,Eminem,The Way I Am,0,0,292.25751,1
,Kent,Vad två öron klarar,0,0,222.53669,2
,Lily Allen,22 (Acoustic),0,0,187.24526,2
,Juan Carmona,Nino ven pa'ca,0,0,203.85914,2
,Madonna,Revolver [Tracy Young's Shoot To Kill Remix],0,0,564.94975,3
,Café Quijano,En Algún Rincón,0,0,255.39873,2
,Roy Buchanan,Hey Joe,0,0,329.66485,1
,Inoki,Parola di faliero,0,0,75.93751,0
,Liquid Gang,I Applaud You  (LP Version),0,0,197.98159,2
,Didier François,Dans cette nuit j'ai envie de me perdre,0,0,183.19628,2
,Checkers,Can't Find My Sadie,0,0,159.18975,0
,Los Nakos,Las Hermanas Granaditas,0,0,131.02975,0
,Loop Guru,Climax,0,0,521.9522,3
,Murskahumppa,Mikä mun päässä nykii,0,0,61.98812,0
,Alan Feinberg,Menuet in the Name of Haydn,0,0,155.19302,0
,Pink Floyd,Matilda Mother (Stereo) (2007 Remaster),0,0,187.42812,2
,Pennywise,Lies,0,0,242.33751,2
,John Williams,The Imperial March from The Empire Strikes Back,0,0,184.45016,2
,Junior Reid,Mr Big Man,0,0,215.14404,2
,Cirrus,Boomerang (Reprise),0,0,193.72363,2
,Amy Winehouse,In My Bed,0,0,274.99057,1
,Ayo,Down On My Knees,0,0,244.06159,2
,Edmundo Ros,The Wedding Samba,0,0,174.86322,0
,Michael Jackson,Morning Glow,0,0,217.96526,2
,Edgar De L'est,Slavinka,0,0,317.28281,1
,The Sterns,Supreme Girl,0,0,151.82322,0
,Pheeroan Aklaff,Hispaniola A,0,0,145.97179,0
,Palito Ortega,Te Fuiste En Abril,0,0,134.3473,0
,Jack Off Jill,Yellow Brick Road,0,0,137.9522,0
,Hevia,Albo,0,0,280.2673,1
,Paul Taylor,Dream State,0,0,266.9971,2
,Rick Ross / Carol City Cartel,It Ain't A Problem,0,0,227.57832,2
,Lionel Rogg,Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement,0,0,394.23955,1
,Mayday,Nüt isch für immer,0,0,307.33016,1
,Swim,Fungus,0,0,311.58812,1
,Charles Williams,They Ride By Night,0,0,91.84608,0
,Sun Yan-Zi,Abscondence,0,0,285.962,1
,Art Ensemble Of Chicago,Sirius Calling,0,0,207.09832,2
,Ray Price,Make The World Go Away,0,0,125.1522,0
,Maurice Chevalier / Françoise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,Dialogue et final si j'avais su,0,0,213.55057,2
,Lords Of The Underground,Check It (Explicit),0,0,264.69832,2
,John Brown,She's On That Revivalism,0,0,107.49342,0
,Blue Rodeo,Million Miles,0,0,543.97342,3
,Statues,Telecommunication,0,0,130.35057,0
,Janet Paschal,He'll Deliver Me,0,0,219.92444,2
,Happy Mondays,Olive Oil,0,0,156.682,0
,Daddy Yankee,Llamado De Emergencia,0,0,239.882,2
,Marilyn Horne,"Agrippina : Act 3 ""Bel piacere è godere fido amor!"" [Poppea]",0,0,144.06485,0
,Pascal Sangla,Assis par terre,0,0,333.76608,1
,John Mayer,St. Patrick's Day,0,0,321.09669,1
,Hadag Nahash,Aff E'chad (Nobody) (Live),0,0,216.92036,2
,Rusted Shut,Borin Fuckin Town,0,0,296.80281,1
,Weezer,I Don't Want To Let You Go,0,0,228.44036,2
,Bad Brains,At The Movies (1991 Digital Remaster),0,0,136.38485,0
,Sergio Mendes,Don't Go Breaking My Heart (LP Version),0,0,152.29342,0
,Trivium,Into The Mouth Of Hell We March [Explicit],0,0,352.02567,1
,Tech N9ne,Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.,0,0,354.7424,1
,Lorna,Papi Chulo (Extended Mix),0,0,329.53424,1
,Daryl Coley,He That Dwelleth (Psalm 91) (In My Dreams Album Version),0,0,321.01832,1
,Sammi Cheng,Nu Ren Ben Se,0,0,149.34159,0
,Big John Greer,Big John's A-Blowin',0,0,155.45424,0
,John Doan,In John Fahey There Is No East or West (feat. John Doan),0,0,274.99057,1
,Maroon 5,Harder To Breathe,0,0,173.66159,0
,Charanga de la 4,Clavelitos,0,0,329.97832,1
,Dusminguet,Disco Jonki,0,0,168.69832,0
,Johnny Otis Show,You Better Look Out,0,0,164.8322,0
,Trentemoller,In Progress (Original Mix),0,0,368.74404,1
,Ramesses,Unholy Outburst #3,0,0,608.7571,3
,The Keys,From Tense To Loose To Slack,0,0,143.01995,0
,Mary Black,Say A Little Prayer,0,0,235.04934,2
,Stevie Ray Vaughan And Double Trouble,Cold Shot,0,0,240.77016,2
,Toots Thielemans,Five For Ellis,0,0,119.71873,0
,Alejandro Lerner,Campeones De La Vida,0,0,153.36444,0
,Clarisse Lavanant,Electron libre,0,0,182.59546,2
,Claudio,Simple Lullaby (Do Maj),0,0,317.77914,1
,Marc Perrone,Padam padam,0,0,64.1824,0
,Kenny Rogers,Where Does Rosie Go?,0,0,135.36608,0
,Koordinate Of Wonders,Castle of KoFW,0,0,218.74893,2
,Ray Barretto,Vine Pa'echar Candela,0,0,348.76036,1
,Erik Tronic,Kyotronics,0,0,257.09669,2
,Marlene Dietrich,When Love Dies,0,0,190.04036,2
,Roberto Perera,A Puro Dolor,0,0,224.93995,2
,Montserrat Caballé,The Phantom Of The Opera/Wishing You Were Somehow Here Again,0,0,198.13832,2
,The Bug Featuring Spaceape,Fuckaz,0,0,327.99302,1
,Bombay Rockers,Rock Tha Party,0,0,212.71465,2
,Beenie Man,Politrix,0,0,213.10649,2
,Nestor Torres,Peace With Myself,0,0,249.44281,2
,Hecklah & Coch,Ihr hated nur (P-Dog Remix),0,0,263.33995,2
,Mongo Santamaria,Soca Mi Nice,0,0,235.49342,2
,Fred Merpol,Y'a d'l'abus,0,0,209.26649,2
,Babe Ruth,A Fistful Of Dollars (1994 Digital Remaster),0,0,159.00689,0
,Samba Trio,Essa Marie,0,0,121.10322,0
,Tammy Pescatelli,Playboy Foundation,0,0,129.82812,0
,VHS Or Beta,You Got Me (The Juan Maclean Dub),0,0,501.13261,3
,Ken Yokoyama,I'm Not Afraid When I'm With You,0,0,172.82567,0
,King Curtis,Ode To Billie Joe  (Live @ Fillmore West),0,0,199.20934,2
,The Equals,Michael & His Slipper Tree '93,0,0,182.88281,2
,Charley Patton,Circle Round The Moon,0,0,154.87955,0
,Planxty,Follow Me Up To Carlow,0,0,139.72853,0
,Gold City,Mighty Army Band,0,0,182.25587,2
,Brazilian Tropical Orchestra,Swan Lake,0,0,144.63955,0
,M.A. Numminen,LAIVAMATKA WC:SSÄ,0,0,102.79138,0
,Carl Smith,Hey Joe,0,0,136.04526,0
,Big Dee Irwin,Swinging On A Star,0,0,156.02893,0
,Ice Cube Featuring Flavor Flav,I'm Only Out For One Thang (Explicit) (Feat. Flavor Flav),0,0,130.7424,0
,Word,Il rosso,0,0,187.97669,2
,Carolyn Arends,Happy,0,0,231.36608,2
,María,Cuenta Conmigo,0,0,259.86567,2
,The Dillinger Escape Plan,Parasitic Twins,0,0,281.23383,1
,Jimmy Witherspoon,Rain Keeps Falling Down,0,0,197.51138,2
,Ray Barretto,Dame Tu Carino,0,0,187.34975,2
,Vince Taylor,Sweet Little Sixteen,0,0,200.04526,2
,Elva Hsiao,Lonley,0,0,233.37751,2
,Adolph Hofner,We Played A Game,0,0,152.0322,0
,Kostis Maraveyas,Love Alone,0,0,247.7971,2
,Israel & Moises,El Amor De Mi Vida,0,0,213.65506,2
,Karen Peck & New River,Behind The Line Of Grace,0,0,218.98404,2
,The Refreshments,Midnight,0,0,239.41179,2
,Jay Pérez,America the Beautiful,0,0,156.47302,0
,Finest Dearest,Tunnel Vision,0,0,294.00771,1
,Brian Littrell,Wish,0,0,236.45995,2
,Estopa,Me Falta El Aliento,0,0,226.5073,2
,Wade Ray,Idaho Red,0,0,135.78404,0
,Arctic Monkeys,Fake Tales Of San Francisco,0,0,177.94567,2
,Delroy Wilson,Baby I Need Your Loving,0,0,150.36036,0
,Fuzz,Big Fella,0,0,168.85506,0
,Barbarito Diez,Bajo Un Palmar,0,0,176.69179,0
,David Arkenstone,First Kiss,0,0,205.11302,2
,Boogie Pimps Feat. Steve Brookstein,Promised Land,0,0,322.53342,1
,Orlando Pops Orchestra,The Yellow Rose Of Texas (From Giants),0,0,265.82159,2
,Daryl Coley,Standing On The Promises (Palmore) (Beyond The Veil Album Version),0,0,352.88771,1
,Mr.De',The Vine,0,0,246.72608,2
,Deborah Allen,In The Sweet By And By,0,0,172.48608,0
,Tanto Metro & Devonte,Know Your Friends,0,0,221.23057,2
,Carmen Y Laura,Destino Ingrato,0,0,174.70649,0
,Aiden,We Sleep Forever [Live],0,0,281.46893,1
,Kaizers Orchestra,Container,0,0,139.88526,0
,Kiprich,Dash Way Belly,0,0,188.99546,2
,The Marx Brothers,Un jour au Cirque: Two Blind Loves,0,0,142.94159,0
,Dédé Saint-Prix,Balanséy lala (featuring Tanya St Val) (feat. Tanya Saint-Val),0,0,310.83057,1
,Sunscreem,Perfect Motion,0,0,590.15791,3
,Coldplay,Speed Of Sound (Live),0,0,285.04771,1
,Grandpa Jones,All American Boy,0,0,159.60771,0
,Indica,Valokeilojen vampyyri,0,0,210.49424,2
,Casey Bill Weldon,I'se Just A Bad Luck Man,0,0,202.78812,2
,Lady Saw,Get A Straw,0,0,207.12444,2
,Alejandro Lerner,No Me Acuerdo,0,0,247.97995,2
,Boyz II Men,In My Life,0,0,151.58812,0
,Coco Montoya,Gotta Mind To Travel,0,0,233.482,2
,Franco,Die Tür die zum Glück führt,0,0,220.47302,2
,Virtue,Can You Hear The Angels,0,0,223.05914,2
,Two Man Advantage,Pass The Puck,0,0,30.01424,0
,Basement Jaxx,La Photo,0,0,240.01261,2
,Kary Ng,Fen Shou Yao Hen,0,0,209.47546,2
,Semisonic,Gone To The Movies,0,0,232.25424,2
,Bobby Capo,Piel Canela (Alternate Mix),0,0,167.13098,0
,Nana Caymmi,Visão,0,0,173.87057,0
,Ginny Owens,Long Way Home,0,0,256.39138,2
,Sin Plomo,It's You (Thinking of you),0,0,496.63955,3
,Fruko Y Sus Tesos,Tania,0,0,223.60771,2
,T-Bone,Nuttin' 2 Somethin',0,0,223.89506,2
,Angelo Badalamenti / Patrick Wolf,Careless Talk,0,0,124.83873,0
,Nine Inch Nails,Sin,0,0,242.96444,2
,Jeremy Fisher,16 MM Dream,0,0,257.64526,2
,Play,In My Mind (Remix),0,0,289.2273,1
,Roger Reynolds,Binaural Presentation - Process And Passion_ Pt. 4,0,0,158.1971,0
,Guitar Slim,Hello_ How Ya Been? Goodbye  (LP Version),0,0,142.81098,0
,El Tiempo,La Coloreteada,0,0,200.04526,2
,Madilu System,Autoroute,0,0,421.48526,3
,The Clark Sisters,Trust In Him (Remastered Version),0,0,416.70485,3
,Soul Embraced,Cold Stares Of Dead Eyes_ The,0,0,165.8771,0
,Rita Chiarelli,Reginella,0,0,261.04118,2
,The Robert Cray Band,Phone Booth,0,0,278.54322,1
,Chris Eaton,All Or Nothing,0,0,289.07057,1
,James Darren,Conscience (Album Version),0,0,153.25995,0
,Olga Tañon,Ojos Negros,0,0,254.1971,2
,Helmet,Street Crab,0,0,212.16608,2
,Palito Ortega,Corazón Contento,0,0,156.96934,0
,Sasha,15 Minutes Older,0,0,214.83057,2
,089 Clique feat. Prophet,Visions Of Death,0,0,174.602,0
,Chris Rodriguez,Saved (LP Version),0,0,263.18322,2
,Ian Moore,Itsy Bitsy Spider,0,0,151.09179,0
,Pee Wee Crayton,Fiddle Dee Dee - Original,0,0,168.25424,0
,Reginaldo Bessa,Gosto de Você Demais,0,0,97.98485,0
,Hellsongs,Rock The Night,0,0,272.14322,1
,Between The Buried And Me,Prequel To The Sequel (Album Version),0,0,516.62322,3
,Michael Whalen,Flamingos,0,0,95.11138,0
,Kékélé,Likambo,0,0,219.8722,2
,3 Doors Down,Duck And Run,0,0,278.90893,1
,Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes,Livin' Lovin' Wreck,0,0,131.34322,0
,Ice,Under Attack,0,0,213.02812,2
,"Bobby ""Blue"" Bland",You Hit The Nail On The Head,0,0,346.8273,1
,THE CHIFFONS,The Heavenly Place,0,0,143.882,0
,Faithless,Drifting Away,0,0,247.14404,2
,Jean Fauque,Off The Record,0,0,219.01016,2
,Santana,Fried Neckbones And Home Fries,0,0,637.43955,3
,Elton Britt,Little Silver Bells,0,0,132.85832,0
,Charley Pride,(I'm So) Afraid Of Losing You Again,0,0,188.02893,2
,Emery,Dear Death Part 2,0,0,186.51383,2
,John Debney,Dad Apologizes,0,0,193.51465,2
,Alexis HK,La paix des étoiles,0,0,202.94485,2
,Irwin Goodman,Kopla ja kummisetä,0,0,184.5024,2
,Baby Rasta & Gringo,Esto Es Real,0,0,219.95057,2
,Jay & The Americans,Livin' Above Your Head,0,0,174.68036,0
,Seven Mary Three,Hammer & a Stone,0,0,283.16689,1
,Pretty Boy Floyd,Gangster Of Love,0,0,219.24526,2
,The Temper Trap,Sweet Disposition,0,0,232.75057,2
,Major Lazer / Vybz Kartel / Afrojack,Pon De Floor,0,0,187.0624,2
,Tin Hat Trio,Rubies_ Pearls_ And Emeralds,0,0,292.04853,1
,Helen Love,Rollercoasting,0,0,174.602,0
,Kitaro,The Mist,0,0,428.72118,3
,Eri Esittäjiä,Dawn,0,0,158.58893,0
,Obie Bermudez,Celos,0,0,220.78649,2
,Selena,Las Cadenas(Live) (2005 re-mastering) (Live),0,0,99.57832,0
,Quincy Jones,Stormy Weather,0,0,196.04853,2
,Edgar Bori,Les choses,0,0,309.002,1
,London Theatre Orchestra,Maria ( From The Sound Of Music),0,0,160.70485,0
,Snow Patrol,In My Arms,0,0,276.68853,1
,Benga,Zero M2,0,0,233.16853,2
,André Verchuren,Un Tout Petit Pantin,0,0,132.38812,0
,Esa Pakarinen,Vanhapoika-Severi,0,0,152.58077,0
,Black Tambourine,Dream Baby Dream,0,0,236.35546,2
,Bob Dylan,Simple Twist Of Fate,0,0,257.61914,2
,Nikki Fletcher / Tim Hughes / Various Artists,Catch Me,0,0,219.16689,2
,The Vaughan Brothers,Hillbillies From Outerspace,0,0,222.64118,2
,Zagar feat. Underground Divas,Wings Of Love,0,0,311.90159,1
,Thrice,Betrayal Is A Symptom,0,0,169.63873,0
,Mariano Yanani,When We Dance,0,0,239.22893,2
,Small Faces,My Mind's Eye,0,0,121.73016,0
,Ann Hampton Callaway,Fallin in Love Again,0,0,212.84526,2
,Busta Rhymes,We Put It Down For Y'all (Explicit LP Version),0,0,209.60608,2
,Maurane,Manies Manigances,0,0,172.17261,0
,Francis Lai,13 jours en France,0,0,243.43465,2
,Death From Above 1979,Romantic Rights (Jesper Dahlback Remix),0,0,344.842,1
,Carl Davis,Resolutions from The Long Day Closes,0,0,129.59302,0
,Michael Card,Scandalon,0,0,234.78812,2
,Sizzla,Care,0,0,168.56771,0
,Tunsi,Outro,0,0,71.31383,0
,Roger Williams,Around The World,0,0,177.24036,2
,Willie Clayton,Scandalous (Soul and R&B),0,0,249.23383,2
,Loudon Wainwright III,Rowena,0,0,152.13669,0
,20/20,So Many Reasons,0,0,206.81098,2
,Converge,Locust Reign (Live in California),0,0,99.99628,0
,Johannes Linstead,Caja De Cerillas,0,0,298.10893,1
,Kate Maki,I'll Be Here in the Morning,0,0,177.52771,2
,Otis Spann,Spann's Boogie,0,0,134.89587,0
,The Who,Anyway_ Anyhow_ Anywhere,0,0,169.66485,0
,Thomas Dolby,Windpower (2009 Digital Remaster),0,0,259.18649,2
,Inspiral Carpets,Uniform (Scripka Mix),0,0,230.5824,2
,Elakelaiset,Pottajenkka,0,0,218.27873,2
,Le Vangle,Ronde Lune,0,0,258.2722,2
,Line Renaud,Ne Reste Que L'Amour (Only Love),0,0,207.04608,2
,Yuridia,Sin Ti,0,0,213.02812,2
,Embrace the End,Intensity In Ten Cities,0,0,247.48363,2
,Al Denson,The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness,0,0,297.58649,1
,Enuff Z 'Nuff,Fly High Michelle,0,0,277.28934,1
,Vilma Palma e Vampiros,Verano traidor,0,0,411.97669,3
,Tito Rodriguez,En La Soledad,0,0,222.98077,2
,Dave Hollister,One Woman Man,0,0,271.62077,1
,3OH!3,CHOKECHAIN (Amended Album Version),0,0,211.66975,2
,Sportsguitar,Fish,0,0,231.00036,2
,True Believers,Stranger,0,0,203.12771,2
,The Strokes,Meet Me In The Bathroom,0,0,177.18812,2
,Alicia Keys,Wait Til You See My Smile,0,0,240.22159,2
,Charlie Louvin,Don't Laugh,0,0,142.99383,0
,Killers,Children Of The Revolution,0,0,218.8273,2
,2 Minutos,2 Minutos,0,0,83.12118,0
,Sam Baker,I Can't Break Away,0,0,141.84444,0
,Orbital,Adnans,0,0,521.56036,3
,John Hammond,Southbound Blues,0,0,201.92608,2
,Max Stalling,Band Intro/ Pila Song Intro,0,0,37.77261,0
,Robin Beanland,Test Of The Terrarium,0,0,140.7473,0
,Dark Fortress,Incide,0,0,320.44363,1
,UFO,Rock Bottom / Shoot Shoot,0,0,695.03955,3
,MIMS,This Is Why I'm Hot (The Original) (Single Version) (Edited),0,0,258.92526,2
,Kristine W.,I'll Be Your Light (Ian Nieman Remix),0,0,533.89016,3
,Vinícius de Moraes,Minha Namorada,0,0,243.53914,2
,Jamie Richards,Turn It Up,0,0,269.84444,1
,Liquid Stranger,Drop Sacrifice,0,0,249.49506,2
,Los Del Sol,Club Tropicana,0,0,232.202,2
,Kim Wilson,Got To Let You Go,0,0,555.54567,3
,Trick Trick / Eminem,Welcome 2 Detroit,0,0,263.00036,2
,Jimi Hendrix,Hear My Train A Comin',0,0,449.74975,3
,Moss,Common Ground,0,0,484.62322,3
,Michèle Bernard,Le mouton dans la baignoire,0,0,253.64853,2
,Shanadoo,Ninja Tattoo,0,0,200.88118,2
,Willy DeVille,Runnin' Through The Jungle - Shootin' The Blues,0,0,227.81342,2
,Epitaph,Outside The Law,0,0,488.17587,3
,Irma Thomas,Hold Me While I Cry,0,0,205.29587,2
,Lost Boyz,What's Wrong,0,0,250.27873,2
,Pietari Inkinen,The Dryad_ Op. 45_ No. 1,0,0,344.73751,1
,Aftermath,9:2,0,0,376.89424,1
,Arkona,Chiornie Debri Voini (The Black Abyss of War),0,0,266.65751,2
,Michèle Arnaud,Ballade Des Oiseaux De Croix,0,0,122.27873,0
,Chris Brown,Help Me,0,0,197.09342,2
,Scott Wesley Brown,I Stand Here Forgiven,0,0,178.88608,2
,Polkaholix,Krause seine Kreuzpolka,0,0,196.93669,2
,Generation X,English Dream (2002 Digital Remaster),0,0,299.80689,1
,David Tao,Susan Said,0,0,261.74649,2
,Isabel Pantoja,Como Nadie Te He Querido,0,0,263.33995,2
,Billy Bragg,Loving You Too Long,0,0,173.50485,0
,DJ Harry,Tragedy in Blue,0,0,299.98975,1
,Anti-Flag,On Independence Day,0,0,171.59791,0
,Paramore,Emergency (Album Version),0,0,243.51302,2
,Ivan Parker,No One Ever Cared For Me Like Jesus,0,0,176.09098,0
,Negura Bunget,Al Doilea Om,0,0,123.66322,0
,Tin Hat Trio,Willow Weep For Me (With Willie Nelson),0,0,276.58404,1
,Usher,Hey Daddy (Daddy's Home),0,0,224.10404,2
,George Huff,Have Yourself A Merry Little Christmas (LP Version),0,0,249.49506,2
,Vickie Winans,Stand Up and Praise Him,0,0,299.36281,1
,Protein,Karottensaft,0,0,214.09914,2
,Bloc Party,One More Chance,0,0,166.26893,0
,Schizoid,Ruby Marlowe,0,0,260.23138,2
,Midge Ure,Four,0,0,287.52934,1
,Kevin Max,I Saw Three Ships,0,0,113.00526,0
,Spinal Tap,Big Bottom,0,0,218.20036,2
,Miguel Migs,The One,0,0,284.60363,1
,Charlie Byrd,Chim Chim Cheree,0,0,471.43138,3
,Belphegor,The Sukkubus Lustrate,0,0,178.15465,2
,John Holt,I'll Take A Melody,0,0,225.07057,2
,Jennifer Lopez,Ain't It Funny,0,0,246.20363,2
,Kim English,Love That Jazz (Basements Boys Album Vers),0,0,198.73914,2
,Outerspace,Fire and Ice,0,0,242.78159,2
,Ray Davies,See My Friends,0,0,222.79791,2
,Steve Vai,The Attitude Song,0,0,693.57669,3
,J. Peter Robinson,Jake,0,0,161.59302,0
