song_id,artist_name,title,tempo,loudness,duration
SOSAVBB12A8C13D255,Stern,Tüflische Plan,139.949,-8.452,241.13587
SOCGCVT12A6D4FAF6F,Inspiral Carpets,Party In The Sky,187.66,-11.319,232.12363
SOSZHGZ12A8C13B75E,Plasmatics,Dream Lover,125.363,-11.685,344.24118
SOCTUML12A8AE45691,Hurricane,I'm On To You,110.177,-4.618,236.042
SOXNBSR12A8C13D3E5,Tony Danza Tap Dance Extravaganza_ The,Cliff Burton Surprise,139.872,-8.202,198.66077
SOTIRUS12A8C13F53D,Dolores Keane,Storm In My Heart,149.619,-12.577,272.5873
SOUWRJF12AC46862F7,Fred Locks,Mama Don't Know Love,151.537,-6.924,242.38975
SODXIIY12A8AE4677E,Lauren Wagner & Fred Weldy,Social Note,72.724,-26.356,51.12118
SONMSFX12AB018CD74,Maysa,Ouça,103.172,-10.919,180.87138
SOJVTTZ12A6D4F99D8,Sasha,Turn It Into Something Special (Svengali's remix für Elisa),155.996,-9.532,265.84771
SODXZZK12A58A7B5D4,Mr. Sancho,I'm callin,100.032,-8.666,182.22975
SOCXIYL12AB0185958,Ragheb Alama,Al'amadalah Assa'bah (2004 Digital Remaster),151.956,-9.13,319.37261
SOIJQRD12AB01882D0,BLEED THE SKY,Kettle Black,116.064,-5.992,202.91873
SOELMDY12A6D4FB18A,Every Time I Die,California_ Gracefully,93.458,-4.029,171.59791
SOEHTZE12A6310F0F2,Coldplay,One I Love,134.027,-7.446,274.41587
SOCDZDT12A6D4F8F73,Bryan Ferry,Don't Worry Baby (1999 Digital Remaster),116.36,-8.662,253.12608
SOIIZIX12A6D4F799D,Methods Of Mayhem / Scott Kirkland,Narcotic,116.04,-3.246,199.31383
SODXVQZ12AC468707A,The Aftermath,Might As Well Laugh,166.648,-10.386,118.30812
SOQUGRT12A6701DD47,Burning Spear,It's A Long Way Around,122.376,-19.633,185.5473
SOTYBQB12A8C139F0C,The Sun Harbor's Chorus-Documentary Recordings,Taps,36.151,-25.678,59.32363
SOGDJTG12AC960A37D,Lisa Lynne,Still I Will,106.009,-9.559,261.95546
SOSWYWM12AB018A072,Onyx,The Force,85.541,-12.908,317.46567
SODRLDV12A8C13D25E,ZO2,Isolate,150.715,-4.098,276.4273
SOUWONL12A8C13EA27,Wednesday 13's Frankenstein Drag Queens From Planet 13,Bark At The Moon (Album Version),149.551,-3.587,239.20281
SOKVKEC12AB0186B68,Andrew W.K.,Don't Call Me Andy,120.153,-3.378,165.51138
SONDAME12A6D4F9352,Ed Byrne,Who's Your Daddy?,77.99,-8.366,330.63138
SOOTRFL12A6D4F5428,Headliners,Sag Ihnen Bescheid,160.158,-5.893,216.89424
SOTNNLV12A8C1344BF,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,Telephone Song,117.947,-8.066,208.48281
SOESUUA12A58A7BA05,Lyrics Born,Bad Dreams,85.012,-5.167,200.38485
SOZIGEW12AB0183C28,Babe Ruth,Dancer (2007 Digital Remaster),111.315,-8.351,365.16526
SOFUWDG12A8C142F6D,Joe McBride,This Is How A Heart Breaks,93.331,-12.446,291.13424
SONJXBM12A8C13C358,Greater Vision,Heaven's Hero (Featuring Champion Of Love),129.493,-8.925,252.682
SOHLRVJ12A8C13A9A2,Rancid,Black Lung (Album Version),190.922,-3.761,113.47546
SOJRJDG12AF72A7B93,George Michael,Praying For Time,127.844,-8.183,281.33832
SOCNGFJ12A6D4F6DFD,Funeral For A Friend,Crash And Burn [Home Demo],105.324,-14.957,261.14567
SOVZVNF12A67ADA382,Lady Saw,Bare As You Dare,97.004,-11.485,230.53016
SOBWIWM12A8C13BA6D,Tulipunaruusut,Ilta Oulunjoella,118.577,-11.786,209.34485
SOHJRZY12A63110838,The Stranglers,It Only Takes Two To Tango,107.657,-10.011,217.96526
SOCVAQV12A8C13627A,David Hudson,Monkey & Turtle,166.989,-12.256,350.56281
SOHCBTN12A8C134568,Ronnie Milsap,Don't You Know How Much I Love You,112.88,-12.581,151.37914
SOQTSEB12AB01884A0,Hot Club Of Detroit,Night Time,110.19,-12.469,309.96853
SOJEEKG12A8AE48C77,Twista,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),90.158,-8.273,200.98567
SOWOKYQ12AB018637E,Al Denson,Love Is Taking Hold,118.017,-11.3,299.33669
SOGEQKA12A6D4FA27C,Whitesnake,Love Ain't No Stranger (2003 Digital Remaster),125.022,-8.706,252.08118
SOBJOLG12A8C13CC69,The Chap,We Are Not Impartial,72.073,-9.502,170.05669
SONWVYC12A58A7DB0C,Oasis,Don't Go Away,162.069,-5.676,289.2273
SOWWEWC12A6D4F8A87,The Bucketheads,Little Louie Bonus,121.896,-16.486,383.16363
SOLYAFD12A6702090E,Fat Joe,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],100.783,-7.239,211.59138
SOJCBAM12A6701FD04,The Cardigans,Paralyzed,145.271,-6.966,296.85506
SOYFMKG12A58A80C70,Dictators,Weekend,130.786,-5.833,246.36036
SOODNBV12A8C139FC7,Máire Brennan,Atlantic Shore,84.826,-12.121,244.74077
SOCJFFQ12A8C13E02A,BeauSoleil,'Ti Monde (LP Version),119.663,-13.758,268.30322
SOKQDCS12AF72A920F,Korn,Make Me Bad,110.071,-6.378,231.73179
SOEEOUU12A8C1350F4,The Skabs,Woe is Woman,94.072,-9.733,121.65179
SOJLKEV12A6D4F5BEF,Tom Cochrane,Revelations:  Visions In A Dream,89.042,-13.706,208.79628
SOEYFIJ12A8C13E773,Charlie Byrd / Laurindo Almeida,Choro II,115.798,-18.054,172.43383
SOIMTBN12A6D4F56FA,Mercedes Castro,Vendiste Los Gueyes -Maldita Miseria-,149.293,-9.451,184.42404
SOLXNRC12A81C21193,Michelle Tumes,Hold On (LP Version),111.824,-9.279,265.29914
SOLIWUR12A58A7D769,Kassav',An Mouvman,147.781,-8.158,268.90404
SODXUDI12A8C1408A2,Tum Tum,Money In Da Bank [Screwed],206.791,-10.525,188.94322
SONBEXJ12AB0182AC8,Clarisse Lavanant,Beaux parleurs,177.931,-9.366,175.17669
SORPCNQ12A8C136BB9,Knack,Seven Days Of Heaven,142.432,-5.227,285.51791
SOJUJQF12AB0186EDE,Cali,Pour Jane (Live Acoustique),153.667,-10.288,207.49016
SOGMROZ12A679D8AE9,The Police,Wrapped Around Your Finger,85.207,-14.361,313.70404
SOTYGMX12AB018A0BA,Edith Lefel,L'a fête komine,135.099,-11.613,246.30812
SOIQYOV12A8C143ED6,Lonnie Johnson,Raining On The Cold_ Cold Ground,70.317,-17.214,298.13506
SOFPSXO12AB017E22C,Orbit,Nice Ride,142.351,-7.893,254.45832
SOWORNS12AB018C280,Geiom Ft. Marita,Sugar Coated Lover,140.989,-8.654,291.26485
SOPMPSP12AB0186961,F.l.y.,Shit 3 Outro,87.63,-7.401,20.79302
SOUDMHF12AAF3B4AB9,Rhian Sheehan,Degrees of Freedom,216.023,-10.215,314.48771
SOWPNDT12A8C145BB6,The London Pops Orchestra,The Way We Were,71.312,-13.522,198.89587
SORXWXC12A6D4F87B3,Line Renaud,Gwendolina,137.567,-12.158,146.15465
SOJGCRU12A8C1323B7,Bob Dylan,New Pony,80.7,-5.563,278.96118
SOYYADY12AC468EBDA,Edwin Hawkins,I'm Going Through,91.215,-9.298,358.19057
SOKKSSP12AB0183B30,Orlando Pops Orchestra,El Manisero,80.79,-15.018,146.59873
SODWDRX12A8C136E77,Babbie Mason,Pray On,129.88,-11.29,240.84853
SOWTXWG12A8C13C228,Gordon MacRae,Just One Girl,103.713,-16.71,134.89587
SOILKMT12A6702015A,Maire Brennan,Song Of David (LP Version),65.264,-13.434,248.34567
SOJSSDR12A8C142EE5,Major Lance,Um_ Um_ Um_ Um_ Um_ Um (Curious Mind),117.464,-8.763,134.03383
SOHAVVY12A8C1422E6,Bersuit Vergarabat,De Onda,121.764,-7.301,181.18485
SOQSXNC12A8C133130,Yank Rachell,My Mind Got Bad,91.589,-16.589,184.73751
SOUATDY12AB0185157,U2,FEZ-Being Born,187.844,-7.896,316.96934
SOFORRV12AB01840C4,Luiz Bonfa,Olhos Ciganos,130.272,-13.476,151.09179
SODVIWU12A6D4FCDA6,Blind Willie McTell,Writing Paper Blues,131.624,-11.383,191.73832
SOTKEUY12AB017E3E3,Hushabye Baby,So Small (Lullaby Rendition of Carrie Underwood),147.853,-22.803,227.52608
SOIMYXI12AB018106C,Akon,Over The Edge,126.983,-6.102,266.89261
SOBRUSQ12A6701DF34,Shania Twain,Raining On Our Love,82.789,-11.958,278.54322
SOICTFT12AB0187B69,Since The Flood,All For Nothing,189.987,-2.191,117.08036
SOCCMDY12AB01877A8,Five Blind Boys of Alabama,I've Got a Home,93.417,-7.495,131.81342
SOBEWIS12AB0182D75,Ray Conniff,My Melody Of Love,172.514,-12.307,210.18077
SOWFOMV12AB017D884,Arco Iris,Felicidades,131.857,-8.415,201.03791
SOICIZT12A6D4F6751,Jo-El Sonnier,Les Grande Bois,144.649,-8.556,168.04526
SOTBVCU12AB0187B3C,Les Rythmes Digitales/ Tzant Feat. ODC MC,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),86.113,-4.242,186.40934
SOAGRCT12AAF3B5E13,David Evans,Prison Bound Blues,86.201,-9.422,250.56608
SOAKDML12AB018208C,Brand X,Zero Db (drum solo by Frank Katz),71.608,-18.473,292.5971
SOJKLCP12AB0183BA1,Speaker,Joking,131.968,-4.63,188.29016
SOMSHEH12AB017BA1F,Christos Kedras,Water Blazz (Chill House mix),119.331,-7.717,321.64526
SOMLFVN12A8C136135,Michael Gettel,Safe Passage,101.529,-16.934,330.97098
SOMLAJJ12A8C138EAC,Gold City,What Child Is This?,194.028,-14.328,165.09342
SOBCTDP12A6D4F7602,The Stooges,Not Right (Remastered LP Version),148.458,-3.968,169.66485
SOYTIQH12AB0181485,Will Pan,Shuo Ni Ai Wo,121.988,-6.682,235.85914
SONJFLA12AB018BB67,Faiz Ali Faiz,Lagian ne maujan,141.231,-8.523,879.69914
SOWRBWU12A8C13969D,Paso Doble,Fantasie (Extended Version),115.633,-11.718,327.83628
SOXAOIN12A8C138D34,Restless Heart,That Rock Won't Roll,114.382,-13.644,210.46812
SOIGNJY12A8C13AE1A,Uriah Heep,Wake The Sleeper,127.962,-4.014,212.84526
SOQRFVZ12A8C13A4C6,Juan Carlos Baglietto,Salzanitos,100.855,-13.743,220.99546
SOCEKJL12AAFF44A8E,Darryl Worley,Katie's Song,96.716,-10.294,261.642
SOCYBQD12A8C143029,Mykill Miers,Get Money,172.485,-3.889,263.3922
SOAZRCH12AB017A84D,Margaret Becker,Start The Fire,149.916,-9.803,261.04118
SOQTSEW12AB0180ED2,Kool Savas,Warum rappst du?,81.224,-5.031,79.93424
SODXHIZ12A58A7A889,Joe McBride,One Eyed Jack,91.979,-10.203,314.06975
SOZFHFF12A6701E914,Abracadabra,Te estoy saboreando,164.192,-10.715,144.90077
SODIRMS12A8C140C52,Stress Assassin,EU A4,163.725,-11.957,229.53751
SORVXFP12A81C22116,Quinteto Violado,Olha Pro Ceu,161.518,-6.852,202.47465
SOKEBYL12A6D4F6FBF,Paloalto,Seed,152.0,-5.247,289.59302
SOAGRTC12AC468B954,Bounty Killer,Ask Fi War,114.272,-7.113,227.5522
SOKNFFM12A81C216F3,Mago de Oz,Desde mi cielo,110.255,-7.736,380.682
SOAHFGP12A6D4FB62E,Orchids,You Said You Loved Me,101.485,-11.91,175.98649
SOCDZMU12A8C13C256,Sugarbomb,Gone,139.778,-4.866,219.74159
SOFMQDK12AF729D3C8,Dead To Me,Don't Lie,201.123,-5.603,145.55383
SOGJYMK12AB018272A,Cherrelle,Into My Eyes,145.607,-6.222,290.82077
SONFHHG12A58A7D321,Jim Chappell,Almost Us,86.39,-23.69,217.49506
SOQPXJH12A8C13C3EA,The Paul Butterfield Blues Band,Pretty Woman (LP Version),77.207,-13.705,228.75383
SOSFVMZ12A6D4F5951,The American Boychoir,Intermezzo,87.76,-33.595,224.54812
SOHNAWQ12A6D4FCFF9,Shirley Caesar,Healed (LP Version),115.508,-9.116,266.03057
SOJDKQV12A6D4FAF0E,Petra,Don't Let Your Heart Be Hardened (This Means War Album Version),107.531,-11.403,222.61506
SOGMWOY12AB017FA59,Arsonists Get All The Girls,Violence in Fluid Triceratops,129.824,-3.424,240.92689
SOGRSCQ12A8C1367FE,Felix Slatkin/Concert Arts Symphonic Band,El Capitan (1998 Digital Remaster),122.774,-16.325,138.57914
SOHROMP12A6D4FEFC7,Irma Thomas,The Same Love That Made Me Laugh  [LP Version],99.492,-9.675,195.36934
SOKGAEA12AB017F671,Yamandu + Dominguinhos,Chorando Baixinho,118.239,-16.21,276.79302
SOLWUMG12A8C13106C,Teena Marie,How Can You Resist It,81.947,-11.037,328.56771
SOCTKFG12AB017D983,Jerry Butler,He Will Break Your Heart,87.758,-18.341,167.18322
SOELNMY12A8C13759B,Pearl Jam,4/20/02,138.291,-12.246,232.35873
SOOSLVC12A8C13E51E,Mr. Lif,For You,107.32,-7.144,327.6273
SOCJAYM12A8C138772,Mobb Deep,Up North Trip,87.747,-5.16,298.00444
SOCOMNU12AB017EFC2,Nestor Torres,Rhumboso,137.908,-13.006,294.53016
SOQKYWC12A8C136A4F,Edu Lobo,Canto Triste,84.853,-18.581,309.52444
SOEFDKH12A58A7BECD,Orquesta Aragon,Eso No Tiene Remedio,91.548,-13.143,308.76689
SOXPVJS12A8C1326A8,James Taylor,One More Go Round,108.047,-12.346,280.81587
SOEQPSU12AB0182FFB,Roommate,Isn't Radio,85.005,-7.494,367.01995
SOONSSK12A6D4F94E0,45 Grave,Surf Bat (Album Version),173.581,-10.285,118.38649
SOLNHID12A58A78106,Gang Starr,Say Your Prayers,166.092,-18.7,84.63628
SOHAZVL12A8C142715,Philip Glass,The Kiss: Chris & The Model Airplane,104.667,-22.104,289.4624
SOQOVSL12AB01897AB,Brian Tyler,I Dream Of Chi Chi,104.988,-19.963,52.87138
SOFNNDS12A8C138268,Herbert Von Karajan,Variations Sur Un Theme De Haydn Op51,171.78,-20.536,1143.03955
SOAGYNF12AB0187EEE,Brian Eno And David Byrne,The Jezebel Spirit,118.203,-8.209,296.33261
SOKPIYN12A8C13F84F,The Dee Jays,Dum Dum (Marble Breaks And Iron Bends),114.375,-10.412,174.21016
SOYDKWF12AB018A6B8,Bézu,Le chacha des gorilles,133.64,-11.428,275.3824
SODREXM12AB017C1E8,Johnny Cash,You Tell Me,196.303,-13.136,80.03873
SOVKAUG12AC468672A,Dave Rave_ Mark McCarron,They Held Hands,102.16,-13.711,165.61587
SOMCTKM12A8C138B86,Juan Carlos Baglietto,Tiempos Dificiles,97.342,-14.511,232.61995
SOSWZOB12A58A7E693,Little Milton,My Way,76.415,-6.144,264.59383
SOWROAS12A8C14258B,Billy Bragg,Goodbye (Solo Version),81.256,-17.81,180.1922
SOUHVMV12A58A7C4D9,Crabby Appleton,Go Back,89.091,-4.594,186.69669
SOLVUWT12A6D4FA589,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,1. Molto allegro con fuoco,160.246,-19.852,413.1522
SOORQPU12AB0188E50,André Blot,Breiz Ma bro,199.483,-6.031,179.85261
SOOZSTX12AB01842AA,All Leather,As The Hog Pisseth,84.562,-7.107,108.38159
SOINJPD12A6D4F8726,Junior Jack,E Samba (Accapella),106.216,-12.715,96.10404
SOCKOBC12A81C238AE,Remi Nicole,Rock N Roll,84.009,-5.39,379.37587
SOMRWKM12A8C13AEC9,Damita Jo,Face To Face,110.058,-15.498,182.33424
SOSSUGT12A8C138F9F,2 Minutos,Rompan Todo,203.994,-3.211,88.58077
SOWBHDA12A58A7A398,Estrellas Cubanas,Fin De Semana,174.554,-4.442,324.91057
SOQYRCZ12A6D4FC618,Alain Turban,Santa Monica (Version Originale 1980),134.837,-8.085,219.19302
SOXHSTL12A8C13B5A6,Orbital,Chime (edit),120.938,-6.924,192.20853
SOZGZSN12A8C1407E3,Bongzilla,Cutdown,91.498,-6.407,419.68281
SOTURND12AB0183FF9,Ministère des Affaires Populaires,Bagdad by night,66.963,-16.165,140.12036
SOQYGKF12A6D4F77EC,Dolly Parton,I'm Not Worth the Tears,95.981,-12.144,152.45016
SOFNFIL12A8AE47377,Orbital,Are We Here ?,95.315,-10.328,933.642
SODMLAB12A8C1441D2,Jarvis Church,So Beautiful,119.976,-5.659,231.73179
SOXAUYW12A6D4F7DAB,April Wine,Say Hello,166.036,-13.666,179.04281
SOCLAFZ12AF72A6D7F,Margaret Becker,Stay Close To Me,96.848,-17.471,192.62649
SOHJYGD12A8C13CF7F,Goldfinger,I'm Down,185.409,-4.625,128.49587
SOXVMXO12A8C13EAFA,Charlie Haden & Chris Anderson,Alone Together,115.007,-28.346,412.21179
SOAWTOB12AAA15DA18,Emperor,With Strength I Burn,162.733,-4.277,508.96934
SOCPWZF12A8C1359F0,Fruko Y Sus Tesos,El Ausente/ El Preso/ El Caminante/ Tania,140.462,-9.29,249.05098
SOMCIIM12A8AE49622,Joe Satriani,Echo,100.171,-10.256,469.60281
SOIHJSD12A6701EB04,Guns N' Roses,Locomotive (Complicity),118.101,-7.219,524.87791
SOIRHHH12AB01807F0,Rokia Traoré,Château de sable,96.311,-13.807,340.50567
SOJBNUB12A6D4FC0D3,Johnny Pacheco/Rolando La Serie,La Palabra Fin,112.915,-10.295,136.09751
SOXTBTY12A8C134A43,UK Subs,Crash Course,123.26,-11.031,140.30322
SOQQXOZ12AB01809E4,Tony Martin,September Song,122.709,-20.142,182.85669
SONBWQQ12A58A7BF65,Beres Hammond,Missing You For A Mile,85.56,-15.121,252.55138
SOSDWRI12A8C1443CB,James Carter,Strange Fruit,81.492,-6.115,258.42893
SOUZONQ12A8C13DE81,Barley Bree,Flight Of Earls,119.017,-13.515,279.58812
SOKHJSC12A8C14016E,The High Strung,The Luck You Got,139.72,-3.765,187.27138
SOIDEHN12AAA8C4B80,Mithotyn,Guided By History,110.897,-7.078,391.02649
SOHCRES12AC3DF6BD1,Larry Graham & Graham Central Station,Turn It Out,97.103,-12.546,277.62893
SOTSDZS12A6D4F65D9,Francis Lai,Search For Jenny,85.131,-16.45,184.45016
SOHFMQW12AB0180091,Leo Ku,Xiao Shuo Xiang,117.181,-5.315,245.55057
SOTSMYB12A6D4F6519,Slim Whitman,Serenade,100.398,-14.573,141.92281
SOCCANS12A8C139F53,Jo Privat,Rodriguez Pena,127.659,-6.811,153.36444
SOXVBBS12A58A7E482,Carl Smith,Hey Joe,120.546,-11.852,141.47873
SORRKQZ12AB0185DAD,Jah Cure,I'm Free,151.744,-5.142,224.02567
SOTSNQM12AB0183738,Pursuit Of Happiness,Down On Him,131.966,-10.133,151.01342
SOTDILJ12AB0188A2B,Storyville,Enough,109.085,-6.18,263.41832
SOSWVUB12A6D4FCB1D,La Mancha De Rolando,Melodia Simple,100.046,-4.296,243.98322
SOODQEF12A58A7AF5F,DeGarmo & Key,Destined To Win,120.548,-6.917,203.62404
SOHORIU12AB018C2FC,Julie Zenatti,Ma Douleur...,87.013,-10.166,287.92118
SOFHWIG12AB01855B5,The B-52's,Tell It Like It T-I-IS (Album Version),136.767,-7.465,313.20771
SOFWVMI12AB018A50D,Gloria Lasso,Termina La Feria,65.195,-15.953,187.92444
SOZUAJB12AB017CE56,Dave Hollister,I'm Wrong,113.09,-4.942,301.87057
SORIWFK12A8C137A62,Patrick Bruel,Au Bout De La Marelle,105.994,-8.086,257.2273
SOKJYBX12AF72A900B,Embrace the End,Ley Lines,119.827,-3.6,364.14649
SOHTRFS12AC9E13420,Marc Perrone,Sirène,0.0,-26.393,13.5571
SOZICZX12A8C136A61,Michael Gettel,The Journey North,94.849,-10.879,338.75546
SOEUEUI12A6701E4AB,Handsome Boy Modeling School,I've Been Thinking featuring Cat Power (Album Version),160.02,-9.423,324.07465
SOGYBIX12A6D4FB5B8,Steve Green,Even A Child - Proverbs 20:11,146.677,-13.484,78.81098
SOSNMKX12AB018827B,Pentangle,I Saw An Angel,193.578,-11.514,172.38159
SOYORWN12A8C144436,Small Facers,Happiness Stan - Original,70.163,-18.626,1141.08036
SOHUJXE12AB018ADD3,Michael Landau,The Mighty SB,73.894,-11.749,597.41995
SOMVRPL12A81C20EAC,Los Tres Diamantes,Begin The Beguine,98.082,-12.421,175.43791
SOGXFXZ12A8C132E70,Delroy Wilson,Rain from the Skies Mix 2,157.446,-8.884,157.57016
SOAQQHI12A58A78FA5,Leonardo Favio,Porque Yo Te Amo,163.519,-11.378,201.50812
SORCVJY12A8C13CB1B,Jack Sheldon,Trane's Strain,167.307,-12.921,283.92444
SOAXBAE12A6D4F79C3,K-OS,Heaven Only Knows,90.507,-9.642,235.04934
SOJULNT12AB018486A,Bob Margolin,Baby_ Baby_ Baby,79.905,-9.384,198.84363
SOQMIXU12A8C13C915,Kitty Kallen,If You Smile At The Sun,86.961,-16.151,151.92771
SOVKBMW12A8C140754,The Oh Sees,It Killed Mom,100.928,-6.111,162.37669
SOLTZIT12A58A7B9BC,Candlebox,Lover Come Back To Me,125.994,-7.589,283.66322
SOIVHOS12A8C13759D,Wilshire,When,126.179,-4.601,181.49832
SOCHPTV12A6BD53113,Lionel Rogg,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,126.786,-20.848,172.38159
SOQDCHV12A6D4FC12D,Lil Boosie,I Remember (amended album version),171.85,-3.165,243.35628
SOPVFQR12AB0182066,Cowboy Mouth,Disconnected,103.218,-5.88,237.60934
SOHTPLG12AB0185DF3,Autonomous Bass Heads,Beat Conductor,137.963,-6.497,307.722
SORAVAX12A8C137A3B,Mark Lowry,Jesus Laughing (Some Things Never Change Version),143.898,-7.874,205.26975
SOZRIFJ12A67ADA4BE,Dinosaur Jr.,Been There All The Time,253.357,-3.868,220.70812
SOKVYHL12AAF3B48A5,Marisela,Loca (a/k/a Crazy) (Version Banda),84.283,-5.837,162.55955
SOKQDQZ12A8C13BB10,Olivier Messiaen,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),101.636,-24.98,647.60118
SOLAZIP12AB017F246,Supertalented,Fax Me,115.954,-8.518,96.65261
SOZSAZR12A8C13E9EF,Cristy Lane,Making Up For Lost Time (Footprints In The Sand Album Version),86.142,-12.118,196.80608
SODHPQS12AC907282B,The Jackson Southernaires,Lord We Give You All The Praise,92.555,-10.65,356.10077
SOKKMRS12A67ADD134,From Autumn To Ashes,Sensory Deprivation Adventure,93.061,-5.911,175.80363
SOYERFU12A8AE48FD6,Kingston Trio,Tom Dooley,117.214,-17.9,199.94077
SOAFUPM12A6D4FD26F,Patton Oswalt,A Brief History of Shitty Comedy,75.669,-13.322,121.96526
SOMSUOA12A67FFB3A1,Redman / Hurricane G / Melanie Rutherford,Soopman Luva 6 1/2,109.265,-10.152,113.65832
SONLOMJ12AB0181700,Barrio Obrero,Un Ojo Dimos,182.962,-7.797,231.47057
SOKUBEF12A6D4FA3B8,Casiotone For The Painfully Alone,Dying Batteries,78.16,-20.499,51.01669
SOTODXV12AB017E98D,Humble Pie,30 Days In The Hole (Live),132.598,-7.033,469.44608
SORIFID12A8C140949,Solomon,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,95.619,-18.321,284.23791
SOGOQUK12AB018C3F1,James Ingram,A Baby's Born,76.385,-11.937,376.68526
SOIUSAD12AC4689EB2,Hot Wire,Like A Prayer (Tribute To Madonna),110.198,-5.485,194.66404
SODYDMB12AC46896F8,Evergreen Terrace,Look Up At The Stars And You're Gone,112.421,-4.732,159.4771
SOMGVPO12A6D4F81E4,Sister Hazel,Cerilene,119.461,-8.416,332.93016
SODEXMV12A8C13B960,RUN-DMC,Faces,73.507,-13.306,267.59791
SOISAFU12CF5F882E5,Avril Lavigne,How Does It Feel,118.055,-4.772,224.93995
SONQNCK12A8C13ADCB,Danilo Perez / Claus Ogerman,The Saga Of Rita Joe,100.394,-14.117,459.31057
SOBMBXU12A6D4F894C,Sasha,Do It To Me,116.024,-9.249,181.65506
SOQORVZ12AB01899FF,Patrick Saint-Eloi,Ola ou yé,130.092,-5.777,314.122
SOFXBFL12AB01873CE,Blind Willie McTell,Let Me Play With Yo' YoYo,170.462,-16.227,188.21179
SOURIGQ12AB017FCA3,Jah Wobble & Bill Laswell,Subcode,155.193,-12.997,463.35955
SONPIOB12AB0189AFC,Vonray,Part Of Me (LP Version),108.011,-5.472,230.08608
SOSQVWS12A8C13695C,Leana,Pack Your Bags (Jake Benson Club Mix),132.995,-10.228,425.92608
SOWYWXS12AC468889C,Jimmie Davis,It Makes No Difference,118.977,-17.33,183.87546
SOEHODD12A6D4F9FFF,Leon Russell,Hummingbird,86.994,-12.893,226.21995
SOHYWLZ12A6D4FBB22,Soulwax,Much Against Everyone'S Advice (Dave Bascombe Radio Mix),137.328,-8.099,171.4673
SOBUDNE12AB018E772,Big Star,Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],103.28,-10.132,181.26322
SONSQLD12A6310D960,Nick Cave & The Bad Seeds,Where Do We Go Now But Nowhere,122.002,-18.942,345.75628
SOQGNNY12A6D4F5619,The Four Pennies,Juliet,101.308,-9.427,144.14322
SOMSMYI12A58A7C1EA,Five Fingers of Funk,Let It Flow (Feat. Gauran-T and Freaky Frederali),111.924,-9.999,177.00526
SOKGWST12A8C13971B,Mötley Crüe,Afraid,124.024,-5.668,248.21506
SOEDFSM12AB0187587,Faith Hill & Tim McGraw,Let's Make Love (Album Version),146.85,-8.355,252.89098
SOTMCZC12A6D4FBD74,Theodore Shapiro,Gun Pull,131.409,-32.166,109.84444
SOMULQW12A6D4F6371,Jesse Malin,Broken Radio,129.953,-7.95,219.19302
SOIQNTY12A6D4F5FE9,Bill Murk,Amazing Grace,126.664,-9.237,219.14077
SOTIJLO12AB018066C,Sivuca & Camerata Brasílica,A Doce Canção de Nélida,152.282,-15.085,220.39465
SOQKDST12AB017E321,Nando Lauria,Sonho (Dream),143.212,-23.172,350.56281
SOZKQWY12A6D4FA5E6,Tito Puente,Flight To Jordan,135.374,-14.445,356.41424
SOPPYJL12A8C1436F7,Jimmy McCracklin,Street Loafin' Woman,96.2,-26.246,179.35628
SOOZVPD12AB018A3DF,Jason & The Scorchers,Mother Of Greed,122.025,-4.3,252.49914
SOFMGPZ12A8C1383B1,Greater Vision,I Was Blind But Now I See,105.06,-7.084,187.89832
SOTXWVG12A8C13BDFC,Jere McAllister,Let the Music Use You (Next Generation Mix),126.319,-11.283,460.43383
SOZMZZO12AB0180F1B,Marco Beltrami,The Wrapper,202.578,-26.527,168.30649
SOXXODX12A8C13F040,Claire Elzière,Les frelons (Live),163.066,-13.4,92.89098
SOMMDLC12AB0184BEE,Emotion Code,Flip Over And Upsidedown,120.002,-6.412,594.99057
SOYMDFH12A8C13CEEF,Fredi,Tule illoin,166.555,-13.691,181.36771
SOUUQYO12A8C13A285,Hunters,Ho Sake To,130.051,-8.027,342.38649
SOQUWUE12A8C139B47,Angela Stewart,Ready For The Love,142.674,-11.91,211.33016
SOZIMCK12AB0187B6E,Since The Flood,Guardian Angel,174.281,-2.517,194.92526
SODRQRZ12A58A7BBC4,The Business,Class Compromise (&History's Glory),115.586,-4.162,144.77016
SOBCGNG12A81C23752,Fountains Of Wayne,You Gotta Go,85.047,-3.594,126.87628
SODUZTQ12A8AE48067,Dells,Why Do You Have to Go,108.926,-12.057,159.05914
SOIAMPB12AB018AB06,Del Horno,Once,189.331,-6.153,521.89995
SOCOLDY12A6701E98B,Aerosmith,Same Old Song And Dance,133.596,-5.686,357.53751
SOMPRSK12A8C13993E,Harald Kloser,Jane's Theme,84.269,-18.765,178.1024
